Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_accountbonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtorsguarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Creditworthiness
1,0.073529,2,2,0.036756,1,3,1.0,2,1,0.0,2,0.196429,3,2,0.0,3,0,1,1,bad credit
1,0.470588,1,4,0.205788,5,2,0.666667,2,1,0.333333,4,0.178571,1,2,0.0,1,0,1,1,good credit
1,0.029412,3,9,0.065973,2,5,0.0,1,1,0.333333,3,0.214286,1,2,0.333333,3,1,1,1,good credit
1,0.073529,4,6,0.06883500000000001,1,5,0.333333,2,1,0.666667,3,0.267857,3,2,0.333333,4,0,2,1,bad credit
0,0.205882,4,0,0.27798,1,5,0.333333,1,1,1.0,4,0.303571,3,3,0.666667,4,0,2,1,good credit
3,0.294118,3,9,0.462089,1,2,0.333333,1,1,0.333333,3,0.14285699999999998,1,2,0.333333,3,0,2,1,bad credit
0,0.647059,4,1,0.324254,1,5,1.0,2,1,1.0,4,0.696429,2,3,0.333333,2,0,1,1,bad credit
1,0.029412,3,0,0.052767999999999995,1,1,1.0,1,1,1.0,2,0.5,3,2,0.0,4,0,2,1,bad credit
0,0.16176500000000002,2,0,0.204083,1,3,0.666667,2,1,0.333333,2,0.178571,3,2,0.0,3,0,2,1,bad credit
0,0.382353,2,2,0.335644,5,5,1.0,1,1,1.0,2,0.214286,3,2,0.0,3,0,1,1,bad credit
3,0.117647,4,3,0.030098000000000003,5,5,1.0,2,1,0.666667,2,0.25,1,2,0.0,2,1,1,1,bad credit
0,0.117647,3,0,0.060196000000000006,1,3,1.0,1,1,0.333333,1,0.428571,3,2,0.333333,2,1,1,1,good credit
1,0.205882,2,3,0.033895,1,3,1.0,1,3,0.333333,1,0.107143,3,2,0.0,2,0,1,1,good credit
3,0.25,4,1,0.166447,1,5,0.0,1,1,1.0,3,0.303571,3,2,0.0,4,0,2,1,good credit
1,0.16176500000000002,2,0,0.131011,2,3,0.333333,2,1,1.0,3,0.16071400000000002,3,1,0.333333,3,0,2,1,bad credit
3,0.25,4,0,0.683944,5,5,1.0,1,1,1.0,4,0.196429,3,3,0.0,4,0,2,1,bad credit
1,0.382353,2,2,0.17557999999999999,2,3,0.333333,2,2,1.0,3,0.035713999999999996,3,1,0.0,3,0,1,1,bad credit
1,0.647059,1,9,0.18245799999999998,2,4,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,good credit
0,0.117647,2,3,0.024816,1,3,1.0,1,1,0.333333,1,0.375,3,2,0.0,2,0,1,1,good credit
0,0.205882,2,0,0.039947,1,2,0.0,2,1,0.333333,3,0.07142899999999999,3,2,0.0,2,0,1,1,bad credit
1,0.602941,4,3,0.24738600000000002,1,2,1.0,1,1,0.333333,2,0.107143,3,2,0.333333,2,0,1,1,bad credit
1,0.16176500000000002,2,0,0.131011,2,3,0.333333,2,1,1.0,3,0.16071400000000002,3,1,0.333333,3,0,2,1,bad credit
1,0.25,4,2,0.137284,4,4,0.666667,1,1,0.333333,3,0.232143,3,2,0.333333,3,0,2,1,good credit
0,0.294118,4,0,0.05221699999999999,1,5,1.0,1,1,1.0,3,0.732143,3,2,0.333333,2,0,1,1,bad credit
1,0.16176500000000002,3,5,0.06944,4,3,0.666667,1,1,0.666667,2,0.75,2,2,0.333333,3,0,1,1,bad credit
0,0.08823500000000001,4,0,0.043358999999999995,1,4,1.0,1,2,0.666667,2,0.535714,3,2,0.333333,3,0,2,1,good credit
3,0.205882,2,3,0.06905499999999999,1,3,1.0,1,1,0.333333,4,0.232143,3,3,0.0,4,0,2,1,good credit
3,0.382353,2,3,0.11461400000000001,3,5,1.0,1,1,0.333333,3,0.196429,1,2,0.0,4,0,1,1,good credit
2,0.117647,2,3,0.05761,1,3,0.666667,1,1,1.0,1,0.07142899999999999,3,1,0.0,3,0,1,1,good credit
1,0.294118,4,6,0.302245,1,2,0.333333,2,1,1.0,4,0.089286,3,3,0.333333,3,0,2,1,good credit
0,0.294118,2,0,0.036591000000000005,5,5,1.0,2,1,0.333333,3,0.178571,1,2,0.0,3,0,1,1,bad credit
3,0.117647,2,6,0.06289199999999999,1,5,1.0,1,1,1.0,2,0.5,1,2,0.666667,3,1,2,1,good credit
3,0.470588,2,2,0.590074,1,1,1.0,2,1,0.333333,3,0.125,3,2,0.333333,4,0,2,1,bad credit
2,0.205882,2,3,0.10179400000000001,1,3,1.0,1,2,0.333333,1,0.321429,2,2,0.0,3,0,1,1,bad credit
0,0.073529,2,3,0.061405999999999995,1,2,0.666667,2,1,1.0,2,0.053571,3,1,0.0,3,0,1,1,bad credit
3,0.117647,4,2,0.16952799999999998,1,5,0.333333,1,1,1.0,2,0.410714,2,2,0.0,3,0,1,1,good credit
3,0.029412,4,3,0.090679,5,3,0.0,1,1,0.333333,1,0.267857,3,2,0.333333,2,1,1,1,good credit
0,0.382353,2,1,0.19847,1,3,1.0,1,1,1.0,2,0.375,3,2,0.0,4,0,2,1,good credit
1,0.132353,2,3,0.101849,1,2,0.333333,2,3,1.0,2,0.07142899999999999,3,2,0.0,2,0,1,1,good credit
3,0.029412,4,0,0.358259,1,4,0.0,1,1,0.666667,4,0.464286,3,2,0.333333,4,1,2,1,good credit
1,0.147059,2,9,0.063827,3,5,0.0,1,1,0.333333,1,0.28571399999999997,3,2,0.0,3,0,2,1,good credit
3,0.117647,2,3,0.155552,1,3,0.333333,1,1,1.0,3,0.589286,3,2,0.0,3,0,2,1,good credit
2,0.294118,2,2,0.092165,1,3,0.333333,1,1,0.333333,1,0.125,3,2,0.0,3,0,1,1,good credit
0,0.117647,2,3,0.025256,1,5,1.0,1,1,1.0,1,0.678571,2,2,0.0,2,0,1,1,bad credit
0,0.029412,2,2,0.061847000000000006,1,3,0.0,1,1,0.333333,1,0.303571,1,2,0.0,2,0,2,1,good credit
3,0.117647,2,2,0.083526,1,3,0.666667,1,1,0.333333,1,0.089286,3,1,0.0,2,0,1,1,good credit
3,0.294118,3,2,0.21464699999999998,2,3,0.333333,1,1,0.666667,2,0.28571399999999997,3,2,0.333333,3,0,1,1,good credit
1,0.470588,2,0,0.774073,1,5,1.0,1,1,0.333333,4,0.678571,3,3,0.0,4,0,2,1,bad credit
0,0.073529,2,3,0.061405999999999995,1,2,0.666667,2,1,1.0,2,0.053571,3,1,0.0,3,0,1,1,bad credit
1,0.382353,2,2,0.17557999999999999,2,3,0.333333,2,2,1.0,3,0.035713999999999996,3,1,0.0,3,0,1,1,bad credit
3,0.08823500000000001,4,0,0.053978,1,5,0.666667,1,1,1.0,1,0.232143,3,2,0.333333,2,1,1,2,good credit
0,0.25,2,3,0.087213,1,3,0.666667,2,1,0.333333,1,0.107143,3,2,0.333333,3,0,2,1,bad credit
3,0.029412,2,2,0.150105,3,3,0.0,1,1,0.333333,3,0.232143,3,2,0.0,3,0,2,1,good credit
0,0.117647,4,1,0.06377200000000001,1,5,1.0,1,1,0.666667,1,0.625,3,2,0.0,3,0,1,1,good credit
3,0.16176500000000002,2,1,0.24248899999999998,1,3,0.666667,1,1,0.333333,3,0.196429,3,2,0.0,3,0,2,1,good credit
3,0.117647,2,2,0.083526,1,3,0.666667,1,1,0.333333,1,0.089286,3,1,0.0,2,0,1,1,good credit
3,0.294118,4,3,0.119621,5,5,1.0,1,1,1.0,2,0.607143,3,2,0.333333,3,0,1,1,good credit
0,0.382353,4,1,0.57076,1,5,0.666667,1,1,1.0,4,0.33928600000000003,3,3,0.666667,4,1,2,1,good credit
3,0.117647,4,3,0.030098000000000003,5,5,1.0,2,1,0.666667,2,0.25,1,2,0.0,2,1,1,1,bad credit
0,0.294118,2,0,0.052658,1,2,1.0,2,1,1.0,2,0.089286,3,1,0.0,3,0,1,1,bad credit
1,0.8235290000000001,1,10,0.799604,2,5,0.666667,2,1,1.0,4,0.732143,1,3,0.333333,4,0,2,1,bad credit
0,0.029412,4,3,0.050567,5,5,1.0,1,1,1.0,1,0.857143,3,2,0.333333,3,0,2,1,good credit
3,0.294118,4,10,0.333663,1,1,1.0,1,2,0.333333,4,0.14285699999999998,1,2,0.333333,4,0,2,1,good credit
0,0.117647,4,1,0.07021000000000001,1,5,1.0,1,1,1.0,4,0.8392860000000001,3,3,0.333333,4,0,1,1,good credit
1,0.073529,2,3,0.04578,1,5,1.0,1,1,1.0,3,0.14285699999999998,3,2,0.333333,2,0,1,1,good credit
3,0.102941,4,0,0.383955,1,3,0.0,1,1,1.0,2,0.357143,3,2,0.333333,2,0,1,1,good credit
1,0.073529,2,2,0.036756,1,3,1.0,2,1,0.0,2,0.196429,3,2,0.0,3,0,1,1,bad credit
1,0.8235290000000001,3,3,0.39441,5,3,0.0,1,1,0.0,1,0.14285699999999998,3,2,0.0,2,0,1,1,good credit
0,0.205882,4,0,0.204468,1,5,0.0,2,1,1.0,1,0.25,1,1,0.666667,3,0,2,1,bad credit
0,0.235294,2,2,0.107956,5,4,1.0,1,1,1.0,3,0.357143,3,2,0.0,3,0,2,1,good credit
1,0.382353,2,2,0.17557999999999999,2,3,0.333333,2,2,1.0,3,0.035713999999999996,3,1,0.0,3,0,1,1,bad credit
3,0.117647,4,3,0.077308,1,5,0.333333,1,1,1.0,1,0.785714,3,2,0.333333,2,0,2,1,good credit
3,0.117647,4,0,0.055299,1,5,1.0,1,1,1.0,1,0.75,3,2,0.333333,2,0,1,1,good credit
3,0.205882,3,2,0.085727,1,4,1.0,2,1,0.0,1,0.053571,3,2,0.0,3,0,1,1,bad credit
0,0.647059,4,1,0.324254,1,5,1.0,2,1,1.0,4,0.696429,2,3,0.333333,2,0,1,1,bad credit
1,0.205882,4,3,0.085012,1,5,0.666667,2,3,1.0,1,0.517857,1,1,0.333333,2,0,2,1,good credit
1,0.294118,2,0,0.135798,1,3,0.666667,2,1,1.0,2,0.017856999999999998,3,1,0.0,2,0,2,1,bad credit
0,0.647059,1,9,0.40910100000000005,1,4,0.333333,2,3,1.0,3,0.321429,3,1,0.0,3,0,1,1,bad credit
0,0.294118,1,9,0.160174,1,3,1.0,1,1,0.333333,2,0.214286,3,1,0.0,3,0,2,1,bad credit
0,0.117647,2,2,0.12809500000000001,1,1,0.666667,2,1,1.0,4,0.642857,3,3,0.0,4,0,1,1,good credit
1,0.205882,2,0,0.043579,5,3,1.0,2,1,0.333333,2,0.25,3,2,0.0,3,0,1,1,bad credit
0,0.205882,2,0,0.053153,1,2,1.0,2,1,0.666667,3,0.07142899999999999,3,1,0.0,3,0,2,1,bad credit
1,0.294118,1,6,0.087323,1,4,1.0,2,1,1.0,4,0.267857,1,3,0.0,2,0,1,1,bad credit
1,0.294118,1,6,0.087323,1,4,1.0,2,1,1.0,4,0.267857,1,3,0.0,2,0,1,1,bad credit
1,0.117647,2,3,0.049796,1,5,0.666667,1,3,0.666667,1,0.375,1,2,0.333333,2,0,1,1,good credit
1,0.470588,2,3,0.133212,2,3,1.0,2,2,1.0,4,0.553571,3,3,0.0,3,0,1,1,bad credit
1,0.647059,1,9,0.18245799999999998,2,4,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,good credit
3,0.294118,4,2,0.26961599999999997,1,5,1.0,1,1,1.0,3,0.25,3,2,0.0,3,0,2,1,good credit
2,0.073529,2,3,0.027237,1,3,0.666667,2,1,0.333333,1,0.16071400000000002,3,2,0.0,2,0,1,1,bad credit
3,0.16176500000000002,2,4,0.055684000000000004,3,4,1.0,1,1,0.666667,2,0.303571,3,2,0.333333,3,0,2,1,good credit
3,0.205882,2,5,0.093155,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,2,0.0,3,0,1,1,bad credit
3,0.294118,4,9,0.21398699999999998,2,3,0.666667,1,1,0.666667,2,0.14285699999999998,3,2,0.333333,2,0,2,1,good credit
1,0.294118,2,1,0.678387,1,5,1.0,2,1,0.333333,4,0.446429,3,3,0.0,4,0,2,1,bad credit
2,0.117647,1,9,0.019753,1,2,1.0,2,1,0.0,1,0.125,3,2,0.0,1,0,1,1,bad credit
1,0.294118,2,0,0.052328,1,2,1.0,1,1,0.0,2,0.125,3,2,0.0,3,0,1,1,good credit
0,0.16176500000000002,2,4,0.056399,5,3,1.0,2,1,0.333333,3,0.089286,3,1,0.0,3,0,1,1,bad credit
0,0.029412,2,2,0.061847000000000006,1,3,0.0,1,1,0.333333,1,0.303571,1,2,0.0,2,0,2,1,good credit
0,0.470588,2,0,0.49636800000000003,1,4,0.333333,1,1,0.0,3,0.089286,3,2,0.0,3,0,2,1,bad credit
3,0.470588,2,9,0.393914,5,5,0.666667,1,1,0.333333,2,0.321429,3,2,0.333333,3,0,1,1,good credit
1,0.16176500000000002,4,3,0.136349,5,4,1.0,1,3,0.333333,1,0.28571399999999997,1,2,0.666667,3,0,2,1,good credit
1,0.205882,2,6,0.054417999999999994,5,3,1.0,1,1,1.0,4,0.75,3,3,0.0,3,0,1,1,good credit
1,0.338235,3,1,0.31446,1,5,0.0,1,1,0.333333,3,0.196429,3,2,0.333333,4,0,2,1,good credit
3,0.073529,2,2,0.095191,1,2,0.333333,2,2,0.333333,3,0.0,3,1,0.333333,3,0,1,1,bad credit
1,0.647059,2,3,0.205183,5,4,1.0,1,1,0.0,3,0.392857,3,2,0.333333,3,1,2,1,good credit
3,0.205882,4,0,0.07042999999999999,1,3,0.666667,1,1,0.333333,2,0.232143,1,2,0.333333,3,0,1,1,bad credit
1,0.382353,2,2,0.197095,1,2,0.333333,1,1,0.0,2,0.053571,3,2,0.0,3,0,1,1,good credit
3,0.117647,4,3,0.030098000000000003,5,5,1.0,2,1,0.666667,2,0.25,1,2,0.0,2,1,1,1,bad credit
1,0.117647,2,3,0.028392,3,3,1.0,1,1,0.666667,1,0.8392860000000001,3,2,0.0,2,0,1,1,bad credit
3,0.16176500000000002,4,3,0.061076,1,3,1.0,1,1,0.333333,2,0.214286,3,2,0.333333,3,0,1,1,good credit
1,0.647059,3,6,0.32871100000000003,1,5,1.0,1,1,1.0,4,0.553571,3,3,0.0,3,0,1,1,bad credit
3,0.08823500000000001,2,0,0.05827,5,3,1.0,1,3,1.0,2,0.14285699999999998,3,2,0.0,2,0,1,1,bad credit
3,0.16176500000000002,2,2,0.135248,1,2,0.333333,1,1,0.666667,2,0.14285699999999998,1,2,0.333333,2,0,1,1,good credit
3,0.08823500000000001,2,0,0.06426799999999999,2,3,0.666667,1,1,0.333333,1,0.28571399999999997,3,1,0.0,2,0,1,2,good credit
0,0.205882,0,2,0.157588,1,2,0.0,2,1,1.0,2,0.125,3,1,0.0,3,0,1,1,bad credit
0,0.294118,1,2,0.170518,3,2,1.0,1,1,1.0,4,0.196429,3,3,0.0,3,1,2,1,bad credit
0,0.514706,4,2,0.766425,5,4,1.0,1,1,1.0,2,0.196429,3,2,0.333333,4,0,2,1,good credit
3,0.029412,2,5,0.02256,3,4,0.333333,1,1,1.0,1,0.07142899999999999,3,1,0.0,2,0,1,1,good credit
0,0.117647,2,4,0.027017000000000003,2,1,1.0,2,1,0.666667,2,0.053571,3,2,0.0,3,0,1,1,bad credit
0,0.117647,0,5,0.04721,1,4,1.0,1,1,0.666667,1,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
0,0.514706,4,2,0.766425,5,4,1.0,1,1,1.0,2,0.196429,3,2,0.333333,4,0,2,1,good credit
1,0.294118,3,2,0.099813,1,1,0.666667,2,1,0.333333,2,0.267857,3,2,0.0,4,0,2,1,bad credit
0,0.205882,2,6,0.027512,1,1,1.0,2,1,0.0,1,0.14285699999999998,3,2,0.0,1,0,1,1,bad credit
1,0.205882,3,2,0.222681,1,5,1.0,1,1,0.666667,4,0.375,3,2,0.0,4,0,2,1,bad credit
3,0.294118,2,3,0.058379999999999994,2,4,1.0,1,1,0.666667,2,0.125,3,2,0.0,3,0,2,1,good credit
0,0.16176500000000002,2,0,0.204083,1,3,0.666667,2,1,0.333333,2,0.178571,3,2,0.0,3,0,2,1,bad credit
1,0.294118,2,1,0.212556,3,2,0.666667,2,1,1.0,3,0.16071400000000002,3,1,0.0,3,0,1,1,bad credit
0,0.029412,4,2,0.08924800000000001,1,1,1.0,1,1,1.0,4,0.303571,3,3,0.666667,4,0,2,1,good credit
3,0.073529,2,3,0.137724,2,5,0.666667,1,2,1.0,3,0.28571399999999997,3,2,0.0,3,0,2,1,good credit
0,0.16176500000000002,2,0,0.08094,1,2,0.333333,1,1,0.666667,1,0.303571,3,2,0.0,3,0,1,1,good credit
0,0.205882,2,0,0.039947,1,2,0.0,2,1,0.333333,3,0.07142899999999999,3,2,0.0,2,0,1,1,bad credit
3,0.294118,3,2,0.21464699999999998,2,3,0.333333,1,1,0.666667,2,0.28571399999999997,3,2,0.333333,3,0,1,1,good credit
1,0.338235,0,9,0.443931,1,5,0.333333,2,1,1.0,4,0.410714,3,3,0.333333,4,0,2,1,bad credit
1,0.25,2,9,0.051612,1,5,0.333333,2,1,1.0,2,0.357143,3,2,0.0,3,1,1,1,bad credit
0,0.117647,2,0,0.053813,1,3,1.0,2,1,0.333333,1,0.089286,3,2,0.0,2,0,1,1,bad credit
0,0.205882,4,2,0.10311400000000001,1,3,1.0,2,1,1.0,1,0.089286,3,1,0.333333,3,0,1,1,bad credit
1,0.647059,2,2,0.53428,1,2,0.0,2,1,0.333333,3,0.125,3,2,0.0,3,0,2,1,bad credit
3,0.382353,1,1,0.398096,5,1,1.0,2,1,0.0,1,0.607143,1,2,0.0,4,0,2,1,bad credit
3,0.205882,3,3,0.113899,1,1,0.333333,1,1,0.666667,1,0.267857,3,2,0.333333,3,0,1,1,good credit
3,0.8235290000000001,2,0,0.556619,1,5,0.333333,1,1,1.0,2,0.410714,3,2,0.0,4,0,2,1,good credit
2,0.294118,4,9,0.056399,4,3,0.333333,1,1,1.0,1,0.303571,3,2,0.333333,3,0,2,1,good credit
1,0.117647,2,0,0.096401,1,4,0.666667,1,1,1.0,2,0.196429,3,1,0.0,3,1,2,1,good credit
0,0.470588,2,3,0.112909,1,3,1.0,1,1,1.0,3,0.214286,3,1,0.0,3,0,1,1,bad credit
0,0.294118,2,2,0.15951400000000002,1,2,1.0,1,1,0.0,4,0.053571,1,3,0.0,3,0,1,1,good credit
1,0.205882,2,2,0.09211,5,2,1.0,2,1,0.666667,1,0.14285699999999998,3,1,0.0,3,0,1,1,bad credit
1,0.117647,4,1,0.088588,1,1,1.0,1,1,0.333333,3,0.267857,3,2,0.333333,4,0,2,1,good credit
1,0.117647,4,0,0.11642999999999999,3,4,0.666667,1,1,0.666667,3,0.303571,3,2,0.0,4,0,2,1,good credit
1,0.382353,2,2,0.197095,1,2,0.333333,1,1,0.0,2,0.053571,3,2,0.0,3,0,1,1,good credit
3,0.205882,4,3,0.073292,4,5,1.0,1,1,1.0,3,0.48214300000000004,3,2,0.333333,3,0,1,1,good credit
1,0.470588,3,9,0.23137399999999997,1,3,0.333333,1,1,0.333333,1,0.196429,2,2,0.333333,4,0,2,1,bad credit
0,0.558824,4,5,0.172994,1,1,1.0,1,2,1.0,3,0.8214290000000001,3,2,0.333333,1,0,1,1,good credit
1,0.235294,3,1,0.374546,5,4,0.666667,1,1,1.0,2,0.303571,1,1,0.333333,4,1,2,1,good credit
1,0.470588,2,3,0.133212,2,3,1.0,2,2,1.0,4,0.553571,3,3,0.0,3,0,1,1,bad credit
1,0.235294,3,1,0.374546,5,4,0.666667,1,1,1.0,2,0.303571,1,1,0.333333,4,1,2,1,good credit
1,0.16176500000000002,2,5,0.058214999999999996,1,5,1.0,1,1,1.0,3,0.33928600000000003,3,2,0.333333,2,0,1,1,good credit
0,0.08823500000000001,4,2,0.103555,5,2,0.333333,2,2,0.666667,1,0.14285699999999998,3,1,0.333333,3,0,1,2,good credit
1,0.16176500000000002,2,5,0.06955,2,3,1.0,1,3,0.333333,1,0.053571,3,2,0.0,3,0,1,1,good credit
0,0.205882,1,3,0.09299,1,2,0.666667,1,2,1.0,4,0.303571,1,3,0.0,4,0,2,1,good credit
0,0.470588,4,6,0.43001000000000006,1,3,0.666667,2,1,0.333333,4,0.107143,3,2,0.333333,4,0,2,1,bad credit
0,0.25,4,0,0.017662999999999998,1,5,1.0,1,1,1.0,1,0.8214290000000001,3,2,0.333333,3,0,1,1,good credit
1,0.073529,4,2,0.091834,1,4,1.0,1,1,0.666667,3,0.28571399999999997,3,1,0.0,3,0,2,1,good credit
3,0.029412,2,2,0.08341599999999999,1,3,0.0,1,1,0.333333,2,0.035713999999999996,3,1,0.0,3,0,1,1,good credit
1,0.117647,2,3,0.049961,3,3,0.666667,1,1,0.0,3,0.125,3,2,0.0,3,0,2,1,good credit
0,0.147059,2,0,0.48024700000000003,1,5,0.0,1,1,1.0,2,0.464286,3,2,0.0,4,0,2,2,bad credit
2,0.25,4,6,0.113844,1,2,0.333333,1,1,0.0,3,0.25,3,1,0.0,3,0,1,1,bad credit
0,0.25,2,0,0.193298,5,4,0.333333,1,2,0.333333,1,0.089286,3,2,0.0,2,0,1,2,good credit
1,0.294118,2,0,0.052328,1,2,1.0,1,1,0.0,2,0.125,3,2,0.0,3,0,1,1,good credit
3,0.294118,2,1,0.133652,1,2,1.0,2,1,0.0,4,0.178571,3,2,0.0,4,0,2,1,good credit
0,0.294118,3,3,0.077528,1,2,1.0,2,1,0.333333,3,0.178571,3,1,0.0,2,0,2,1,bad credit
1,0.117647,2,3,0.067899,5,3,0.333333,1,1,0.0,1,0.107143,3,2,0.0,3,0,2,1,bad credit
3,0.029412,2,3,0.074007,1,4,0.666667,1,1,0.333333,2,0.571429,3,2,0.0,3,1,1,1,good credit
3,0.16176500000000002,2,3,0.095136,5,5,1.0,1,1,0.333333,3,0.28571399999999997,3,2,0.0,3,0,1,1,good credit
0,0.294118,2,0,0.062232,5,3,1.0,2,1,0.333333,2,0.28571399999999997,3,2,0.0,3,0,1,1,bad credit
1,0.117647,4,0,0.09601599999999999,2,2,1.0,1,1,0.0,3,0.14285699999999998,3,2,0.0,3,0,1,1,good credit
1,0.029412,1,0,0.037471,2,2,0.0,2,1,0.0,2,0.232143,2,2,0.0,2,0,1,1,bad credit
3,0.102941,4,0,0.06289199999999999,1,2,1.0,2,1,1.0,3,0.28571399999999997,3,2,0.333333,4,0,1,1,good credit
0,0.294118,2,2,0.08237,1,2,1.0,1,2,0.0,2,0.089286,3,2,0.0,2,0,1,2,good credit
1,0.470588,3,0,0.14372200000000002,2,5,1.0,1,1,0.666667,4,0.196429,3,3,0.0,3,0,1,1,good credit
1,0.16176500000000002,3,5,0.06944,4,3,0.666667,1,1,0.666667,2,0.75,2,2,0.333333,3,0,1,1,bad credit
1,0.382353,3,9,0.12396800000000001,2,5,1.0,1,1,0.333333,2,0.392857,2,2,0.333333,3,0,1,1,good credit
3,0.294118,2,3,0.058379999999999994,2,4,1.0,1,1,0.666667,2,0.125,3,2,0.0,3,0,2,1,good credit
3,0.205882,4,6,0.088808,2,3,1.0,2,1,0.333333,1,0.196429,3,2,0.333333,3,0,1,1,bad credit
0,0.16176500000000002,4,2,0.039892000000000004,1,3,0.333333,1,1,0.666667,2,0.107143,3,2,0.333333,3,0,1,1,good credit
3,0.352941,1,1,0.416749,5,2,0.666667,1,3,1.0,1,0.375,1,1,0.333333,3,1,2,1,good credit
1,0.073529,1,0,0.065313,2,4,0.333333,1,1,0.666667,4,0.178571,3,2,0.0,3,0,1,1,bad credit
3,0.117647,4,6,0.182403,5,2,0.333333,1,1,0.0,2,0.321429,3,2,0.333333,2,1,1,1,good credit
0,0.647059,4,1,0.334599,1,5,1.0,1,1,1.0,4,0.48214300000000004,3,3,0.333333,3,0,2,1,bad credit
0,0.117647,2,0,0.053813,1,3,1.0,2,1,0.333333,1,0.089286,3,2,0.0,2,0,1,1,bad credit
1,0.647059,2,3,0.154616,1,4,1.0,1,1,1.0,1,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
3,0.117647,4,3,0.014966,3,5,1.0,1,1,1.0,2,0.410714,3,2,0.333333,3,1,2,1,good credit
3,0.117647,2,0,0.06250700000000001,3,3,0.333333,2,1,0.333333,2,0.125,3,2,0.0,3,0,1,1,bad credit
0,0.205882,4,2,0.10311400000000001,1,3,1.0,2,1,1.0,1,0.089286,3,1,0.333333,3,0,1,1,bad credit
3,0.294118,2,3,0.058379999999999994,2,4,1.0,1,1,0.666667,2,0.125,3,2,0.0,3,0,2,1,good credit
0,0.205882,2,3,0.089799,1,3,1.0,2,1,1.0,3,0.107143,1,1,0.333333,3,0,1,1,bad credit
2,0.117647,1,9,0.019753,1,2,1.0,2,1,0.0,1,0.125,3,2,0.0,1,0,1,1,bad credit
1,0.117647,4,0,0.038957,1,4,0.333333,1,1,0.666667,1,0.5,3,2,0.333333,2,1,1,1,good credit
1,0.470588,4,0,0.14141099999999998,1,2,1.0,1,1,1.0,3,0.14285699999999998,3,2,0.333333,3,0,1,1,bad credit
3,0.294118,4,2,0.26961599999999997,1,5,1.0,1,1,1.0,3,0.25,3,2,0.0,3,0,2,1,good credit
0,0.117647,2,2,0.056784,1,3,0.333333,2,1,1.0,3,0.017856999999999998,3,1,0.0,3,0,1,1,bad credit
3,0.25,0,0,0.261527,5,3,0.0,2,1,1.0,2,0.178571,1,2,0.333333,3,0,2,1,bad credit
1,0.235294,0,1,0.32453000000000004,2,5,0.666667,1,1,1.0,3,0.214286,1,2,0.333333,3,0,2,1,good credit
3,0.294118,2,2,0.154727,3,5,1.0,1,1,0.666667,4,0.232143,3,1,0.0,3,0,2,1,good credit
1,0.029412,2,0,0.7871130000000001,5,1,0.0,1,1,0.333333,2,0.07142899999999999,3,2,0.0,1,0,2,1,bad credit
3,0.470588,4,3,0.170133,5,5,1.0,1,1,0.333333,3,0.571429,3,2,0.0,3,0,2,1,good credit
0,0.294118,2,3,0.056784,2,3,1.0,2,1,0.333333,3,0.232143,3,2,0.0,2,0,1,1,bad credit
0,0.294118,2,2,0.164191,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,1,0.0,2,0,2,1,bad credit
1,0.16176500000000002,0,0,0.084076,1,2,0.333333,2,1,0.0,1,0.125,3,1,0.333333,1,0,1,1,bad credit
3,0.470588,3,0,0.584626,1,5,0.333333,1,1,0.333333,3,0.464286,3,2,0.333333,3,1,2,1,good credit
2,0.16176500000000002,2,9,0.13409300000000002,1,4,0.333333,1,1,1.0,2,0.125,3,1,0.0,3,0,2,1,good credit
2,0.470588,2,3,0.30802199999999996,1,3,1.0,1,1,0.0,3,0.089286,3,2,0.0,3,0,1,1,good credit
1,0.647059,2,2,0.53428,1,2,0.0,2,1,0.333333,3,0.125,3,2,0.0,3,0,2,1,bad credit
3,0.08823500000000001,2,6,0.026246,3,5,1.0,1,1,1.0,4,0.48214300000000004,3,3,0.0,3,0,2,1,good credit
3,0.205882,2,0,0.132717,5,4,1.0,1,1,0.666667,2,0.232143,3,2,0.0,3,0,1,2,good credit
3,0.647059,4,1,0.13761400000000001,5,5,1.0,1,1,0.666667,3,0.33928600000000003,3,2,0.333333,3,1,2,1,good credit
0,0.073529,2,3,0.061296,1,4,0.666667,1,1,1.0,1,0.714286,3,2,0.0,3,0,1,1,good credit
3,0.205882,4,0,0.138935,1,4,0.333333,1,1,0.333333,2,0.214286,1,2,0.333333,3,0,1,1,bad credit
3,0.08823500000000001,2,0,0.074117,3,3,0.666667,1,1,0.333333,4,0.375,3,1,0.0,2,1,1,2,good credit
3,0.294118,2,8,0.037801,1,2,1.0,1,1,0.666667,3,0.14285699999999998,3,2,0.333333,2,0,1,1,good credit
0,0.117647,0,5,0.04721,1,4,1.0,1,1,0.666667,1,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
